0.33112227243578085,0.32233538698103226,0.6729868822788405,31,119,180,100,Ottakring
0.37051893471168446,0.26703910642120876,0.6749322855368373,31,119,180,100,Kendlerstraße
0.4112788901404362,0.22607089807614061,0.6634910533863743,31,119,180,100,Hütteldorfer Straße
0.4490613569562738,0.20842843400895913,0.6888783532193323,31,119,180,100,Johnstraße
0.5023966804082188,0.24688365908845308,0.6975753086689597,31,119,180,100,Schweglerstraße
0.5515763735330111,0.2956990125741876,0.6879946679819475,31,119,180,100,Westbahnhof
0.5654140694949963,0.3768404992012227,0.6969730696703043,31,119,180,100,Zieglergasse
0.5709536708316886,0.4604294239121894,0.7020587834081823,31,119,180,100,Neubaugasse
0.5053087843585996,0.524340450184826,0.6859205500646935,31,119,180,100,Volkstheater
0.49008433120328787,0.6186275644504822,0.6378446473041645,31,119,180,100,Herrengasse
0.47431818075434296,0.6015519902100956,0.5996395065183852,31,119,180,100,Stephansplatz
0.4679243945422905,0.5921200290724228,0.6358983360495248,31,119,180,100,Stubentor
0.4604381153632769,0.5718217597387981,0.6677427353969845,31,119,180,100,Wien Mitte-Landstraße
0.44197150915102745,0.5527430867502068,0.7603995145964468,31,119,180,100,Rochusgasse
0.3718535614985123,0.5160278725090361,0.8020569281501766,31,119,180,100,Kardinal-Nagl-Platz
0.3334001806038343,0.47098204616782213,0.8360430625342687,31,119,180,100,Schlachthausgasse
0.2976889426125703,0.5127773159639488,0.7984764110815902,31,119,180,100,Erdberg
0.27932446493241725,0.5517663970486202,0.751785096859683,31,119,180,100,Gasometer
0.3211684230755621,0.5321349406962396,0.7009853677731607,31,119,180,100,Zippererstraße
0.37329187984224677,0.5049963762063923,0.6556885073506991,31,119,180,100,Enkplatz
0.4370648142034863,0.5057434487875927,0.6173592777804517,31,119,180,100,Simmering
0.5485427469609478,0.6158956222810149,0.618672633573423,31,119,180,100,Praterstern
0.5658016341809009,0.6673062609821426,0.615173611248583,31,119,180,100,Nordbahnstraße
0.5621126992279705,0.6684103458186582,0.5779100997922667,31,119,180,100,Am Tabor
0.5703917634124468,0.6689316484966558,0.5493381856276005,31,119,180,100,Nordwestbahnstraße
0.5630986200896839,0.6441913632045081,0.5250716298919301,31,119,180,100,Rauscherstraße
0.5313596582609101,0.6401559648547116,0.5273135779004022,31,119,180,100,Wallensteinplatz
0.5055664864119216,0.6415174047725404,0.5321015065725705,31,119,180,100,Klosterneub Str/Wallensteinstr
0.4613557950527826,0.6350232071739942,0.532154861600534,31,119,180,100,Friedensbrücke
0.42634154746788505,0.6429504124292815,0.5341806685747793,31,119,180,100,Franz-Josefs-Bahnhof
0.37999653614061973,0.6542385656145645,0.5640230784770537,31,119,180,100,Nußdorfer Str./Alserbachstr.
0.36042939679451924,0.6518975577067379,0.5998467751574867,31,119,180,100,Spitalgasse
0.3740814119557617,0.6297296263157103,0.6353656365054832,31,119,180,100,Lazarettgasse
0.39295729335036217,0.5942873517481982,0.6640710505573513,31,119,180,100,Lange Gasse
0.42389610104361286,0.5603146096524152,0.6888308592687986,31,119,180,100,Laudongasse
0.432907741044858,0.5429852995646584,0.705395990097045,31,119,180,100,Florianigasse
0.4491626303255815,0.5176454420982605,0.6968814029101112,31,119,180,100,Albertgasse
0.44952161457091333,0.48697882271278475,0.6676945461337062,31,119,180,100,Blindengasse
0.45604854021829777,0.41551567586163607,0.7014246091041731,31,119,180,100,Lerchenfelder Straße
0.45503056507291273,0.35007862002048507,0.7362940360784531,31,119,180,100,Neustiftgasse/Kaiserstr.
0.4932662773731062,0.40818974078077574,0.7392329512668876,31,119,180,100,Burggasse/Kaiserstraße
0.5232151737859364,0.3754675556290506,0.7214974536665674,31,119,180,100,Westbahnstr./Kaiserstr.
0.5410576789215777,0.3302864544821581,0.7124702655639868,31,119,180,100,Stollgasse
0.552639692764642,0.30868417800870623,0.7361588345602958,31,119,180,100,Kaiserstraße
0.5574999388701815,0.6471125694607938,0.631121079405468,31,119,180,100,Mühlfeldgasse
0.45149652915201666,0.39105496926709926,0.3112517438852643,31,119,180,100,Floridsdorfer Markt
0.4401294803206011,0.3771203153813757,0.28631025404371807,31,119,180,100,Bahnsteggasse
0.42519796977643576,0.37896370237031135,0.28164511453469654,31,119,180,100,Brünner Straße
0.4113102161036466,0.3793281288305934,0.24017777494490097,31,119,180,100,Shuttleworthstraße
0.3990072222875619,0.3893759581945612,0.2071056905147595,31,119,180,100,Großjedlersdorf
0.3941383427203748,0.36377357327708126,0.19708762449002082,31,119,180,100,Carabelligasse
0.482225067045581,0.4131114358521276,0.22264166031914298,31,119,180,100,Brünner Str./Hanreitergasse
0.550250089697984,0.41301348855242953,0.23474487928340054,31,119,180,100,Empergergasse
0.6105982116573893,0.41347981402191164,0.23870161780788537,31,119,180,100,Anton-Schall-Gasse
0.6589754825728625,0.4136538531029507,0.23413342943591617,31,119,180,100,Van-Swieten-Kaserne
0.6892016491532056,0.41262418342102836,0.2210393652701002,31,119,180,100,Stammersdorf
0.4623212370161329,0.41264319627335555,0.34436978439775134,31,119,180,100,Floridsdorf
0.4400138328514034,0.6385086149546975,0.5940224306909803,31,119,180,100,Schottenring
0.45433541592613935,0.6722245814265702,0.5891385008016711,31,119,180,100,Obere Donaustraße
0.4779561148623888,0.6698514278818336,0.5791275249218902,31,119,180,100,Obere Augartenstraße
0.515934959174283,0.6653327240607888,0.5496453116896027,31,119,180,100,Gaußplatz
0.5226316642999798,0.6137048363300717,0.5192952354193163,31,119,180,100,Gerhardusgasse
