0,1,255,255,255,168
0,2,255,255,255,174
0,3,255,255,255,155
0,4,255,255,255,155
0,5,255,255,255,206
0,6,255,255,255,169
0,7,255,255,255,180
0,8,255,255,255,135
0,9,255,255,255,206
0,10,255,255,255,258
0,11,255,255,255,256
0,12,255,255,255,156
0,13,255,255,255,168
0,14,255,255,255,174
0,15,255,255,255,134
0,16,255,255,255,171
0,17,255,255,255,193
0,18,255,255,255,159
0,19,255,255,255,187
0,20,255,255,255,181
0,21,255,255,255,235
0,22,255,255,255,180
0,23,255,255,255,205
0,24,255,255,255,197
0,25,255,255,255,170
0,26,255,255,255,170
0,27,255,255,255,168
0,28,255,255,255,179
0,29,255,255,255,166
0,30,255,255,255,206
0,31,255,255,255,161
0,32,255,255,255,191
0,33,255,255,255,200
0,34,255,255,255,130
0,35,255,255,255,188
0,36,255,255,255,130
0,37,255,255,255,163
0,38,255,255,255,147
0,39,255,255,255,150
0,40,255,255,255,198
0,41,255,255,255,206
0,42,255,255,255,216
0,43,255,255,255,194
0,44,255,255,255,193
0,45,255,255,255,134
0,46,255,255,255,171
0,47,255,255,255,201
0,48,255,255,255,191
0,49,255,255,255,196
0,50,255,255,255,224
0,51,255,255,255,214
0,52,255,255,255,194
0,53,255,255,255,137
0,54,255,255,255,153
0,55,255,255,255,143
0,56,255,255,255,117
0,57,255,255,255,148
0,58,255,255,255,139
0,59,255,255,255,162
0,60,255,255,255,150
0,61,255,255,255,215
0,62,255,255,255,220
0,63,255,255,255,211
0,64,255,255,255,186
1,210,255,255,255,162
1,101,255,255,255,171
1,148,255,255,255,161
1,2,255,255,255,173
1,79,255,255,255,167
1,211,255,255,255,192
1,80,255,255,255,179
1,3,255,255,255,166
1,4,255,255,255,165
1,82,255,255,255,160
1,84,255,255,255,178
1,128,255,255,255,179
1,7,255,255,255,155
1,8,255,255,255,165
1,162,255,255,255,163
1,12,255,255,255,148
1,14,255,255,255,170
1,15,255,255,255,134
1,16,255,255,255,172
1,17,255,255,255,182
1,18,255,255,255,201
1,19,255,255,255,163
1,177,255,255,255,239
1,178,255,255,255,238
1,20,255,255,255,155
1,21,255,255,255,181
1,179,255,255,255,151
1,23,255,255,255,149
1,24,255,255,255,174
1,223,255,255,255,158
1,26,255,255,255,183
1,27,255,255,255,223
1,28,255,255,255,191
1,29,255,255,255,193
1,66,255,255,255,198
1,30,255,255,255,207
1,31,255,255,255,170
1,33,255,255,255,178
1,35,255,255,255,187
1,36,255,255,255,165
1,37,255,255,255,127
1,38,255,255,255,162
1,39,255,255,255,123
1,40,255,255,255,146
1,41,255,255,255,154
1,42,255,255,255,151
1,67,255,255,255,144
1,43,255,255,255,203
1,44,255,255,255,220
1,68,255,255,255,190
1,70,255,255,255,125
1,72,255,255,255,155
1,45,255,255,255,180
1,46,255,255,255,193
1,73,255,255,255,205
1,47,255,255,255,206
1,48,255,255,255,156
1,49,255,255,255,178
1,50,255,255,255,172
1,74,255,255,255,138
1,51,255,255,255,190
1,52,255,255,255,188
1,110,255,255,255,175
1,119,255,255,255,196
1,132,255,255,255,165
1,53,255,255,255,177
1,134,255,255,255,147
1,89,255,255,255,217
1,136,255,255,255,175
1,55,255,255,255,177
1,56,255,255,255,154
1,57,255,255,255,169
1,58,255,255,255,173
1,59,255,255,255,177
1,60,255,255,255,178
1,91,255,255,255,149
1,76,255,255,255,183
1,61,255,255,255,156
1,62,255,255,255,181
1,63,255,255,255,177
1,64,255,255,255,147
1,34,255,255,255,176
2,210,255,255,255,141
2,207,255,255,255,181
2,77,255,255,255,190
2,1,255,255,255,209
2,79,255,255,255,147
2,211,255,255,255,179
2,80,255,255,255,210
2,3,255,255,255,152
2,4,255,255,255,166
2,192,255,255,255,153
2,84,255,255,255,145
2,85,255,255,255,217
2,156,255,255,255,183
2,7,255,255,255,205
2,12,255,255,255,250
2,15,255,255,255,210
2,17,255,255,255,160
2,18,255,255,255,195
2,177,255,255,255,202
2,23,255,255,255,157
2,26,255,255,255,163
