0.5283685509180635,0.7715836819962703,0.799397555992095,248,177,0,100,0
0.5286098790670545,0.7742413022753704,0.8013798390005008,248,177,0,100,1
0.5289955744930455,0.7744425084272588,0.8053253873099191,248,177,0,100,2
0.5277932913516946,0.7773098898457426,0.8070406473985297,248,177,0,100,3
0.5278903640048812,0.7783805748486587,0.8039661875893541,248,177,0,100,4
0.530826054911931,0.7777850344473874,0.8056452603789436,248,177,0,100,5
0.11712412797998979,0.4549168330020536,0.6228358191782073,248,177,0,100,6
0.11373071915967249,0.4537365651671552,0.6212361259415777,248,177,0,100,7
0.11525675604055148,0.45552058932119366,0.6189269425529907,248,177,0,100,8
0.11020531910371632,0.45311275530154366,0.6214470794137132,248,177,0,100,9
0.11608179068825084,0.4516096596480198,0.620027786122451,248,177,0,100,10
0.4156198779993205,0.5335224017862098,0.45673192487635955,248,177,0,100,11
0.39695106952545933,0.5441877437314447,0.4502535376363708,248,177,0,100,12
0.4470050456839313,0.5307826670409002,0.46174260638931774,248,177,0,100,13
0.418504130926244,0.5354243923618925,0.45978397628187845,248,177,0,100,14
0.4058422948566163,0.5364183768345008,0.4508164379285579,248,177,0,100,15
0.4189058576386887,0.5164999067595788,0.4671733318266222,248,177,0,100,16
0.4026592880545368,0.529857390743122,0.45474878487878834,248,177,0,100,17
0.4650148108593613,0.5201894500490377,0.4725497465070761,248,177,0,100,1410
0.48917673637630166,0.5212615807554155,0.4628572512103817,248,177,0,100,1005
0.3997755865815111,0.5476579946715842,0.45588456752392015,248,177,0,100,1428
0.39148055743463883,0.5380874340289741,0.44574221625804133,248,177,0,100,1521
0.40596981484443545,0.5078872336470222,0.4790765480458531,248,177,0,100,709
0.3915903638290121,0.5187201011384334,0.47007630437775105,248,177,0,100,710
0.40748353343757104,0.527016656098624,0.49086032978373884,248,177,0,100,1195
0.47781627654632,0.4998717865175687,0.4748550194168408,248,177,0,100,391
0.7836881248606089,0.2436708741903539,0.4268823848992011,248,177,0,100,18
0.7820438085707382,0.24110524238306538,0.4275901089082697,248,177,0,100,19
0.7799613696111701,0.2438234331659636,0.42527785526284645,248,177,0,100,20
0.7738731099215738,0.2504769331007728,0.43053613957590275,248,177,0,100,21
